#{"t_start": 1777558614.22294, "env_id": "LunarLander-v3"}
r,l,t
-100.028472,80,20.663393
-97.508671,55,20.684393
-73.501674,66,20.714436
-127.275791,86,20.757566
-69.544677,70,20.800913
-53.172319,72,20.835944
-141.264396,95,20.88113
-104.502289,78,20.930255
-111.771174,98,20.989456
-101.040108,91,21.024456
-106.621123,100,21.08261
-270.407667,103,21.12761
-57.345471,127,21.17961
-131.137838,114,21.228731
-92.887631,72,21.265803
-133.780643,87,21.312856
-143.117188,83,21.358275
-21.092465,80,21.396279
-156.669996,104,21.445351
-65.723744,87,21.496495
-102.254236,91,21.529495
-65.664555,97,21.592601
-93.47417,102,21.629653
-143.421593,105,21.683855
-66.154582,92,21.729855
-147.266598,92,21.763972
-71.448552,82,21.814135
-77.399405,77,21.854134
-96.985458,97,21.891265
-84.845289,85,21.937042
-74.078667,66,21.976102
-128.342106,87,22.022225
-92.655948,89,22.082327
-58.106875,112,22.125326
-116.058786,103,22.182451
-240.386337,75,22.220494
-102.527588,74,22.250595
-91.607589,81,22.301642
-161.43143,144,22.363784
-83.326409,123,22.41684
-69.876664,70,22.45984
-48.647409,107,22.503083
-64.679266,92,22.557082
-47.22006,118,22.613082
-110.890648,71,22.651128
-37.169579,116,22.716527
-86.454321,93,22.750663
-173.429714,81,22.796664
-142.359654,84,22.844087
-64.608258,67,22.867221
-113.223184,111,22.913322
-70.150513,70,22.956356
-53.125102,77,23.000662
-56.895594,108,23.048826
-89.291581,84,23.089871
-85.341886,77,23.11887
-85.815363,65,23.150086
-86.036553,81,23.178086
-53.825363,88,23.219128
-98.278458,112,23.28417
-108.545702,80,23.330391
-86.880109,108,23.392491
-119.488433,92,23.436692
-89.878836,110,23.490752
-64.752025,118,23.554867
-113.478761,68,23.596972
-53.433017,79,23.625479
-84.563773,71,23.664722
-68.667033,101,23.719458
-72.64482,63,23.74297
-32.908581,70,23.771107
-60.840376,136,23.845108
-80.984284,71,23.872656
-46.144079,64,23.905655
-74.913954,72,23.939714
-86.569913,68,23.96585
-233.211633,96,24.001851
-62.879588,74,24.03395
-100.37916,89,24.06795
-67.235898,82,24.105007
-103.645392,87,24.155064
-111.556255,125,24.224183
-119.82574,104,24.282263
-49.991324,96,24.318329
-49.318105,116,24.367386
-98.425084,117,24.414441
-66.838682,95,24.464599
-101.32897,114,24.526615
-34.049416,120,24.574666
-114.755781,88,24.625706
-72.216697,108,24.664824
-129.131161,91,24.707169
-104.756464,64,24.740169
-110.464614,86,24.790316
-120.430428,107,24.840367
-57.353399,63,24.864371
-105.599494,94,24.898539
-137.019686,112,24.958537
-84.972786,72,24.998673
-209.858389,134,25.059953
-75.853319,79,25.104953
-110.065928,85,25.153156
-67.636899,78,25.179156
-48.98662,124,25.253475
-3.127515,78,25.282474
-78.444794,73,25.324584
-90.708909,119,25.382989
-22.653394,81,25.425476
-96.183671,93,25.488587
-133.968273,77,25.533865
-100.646063,76,25.570933
-73.920449,70,25.61393
-96.115182,109,25.672989
-46.013017,91,25.710996
-81.587749,63,25.745051
-75.331906,140,25.821616
-82.467879,93,25.863616
-90.288261,84,25.918788
-88.753177,65,25.957786
-118.5463,100,26.011855
-99.310385,75,26.045985
-70.368692,71,26.070036
-122.065994,105,26.109083
-54.996487,88,26.149147
-78.342609,94,26.193258
-129.611411,114,26.264594
16.701475,116,26.306597
-139.855183,120,26.36468
-349.742438,87,26.39968
-111.172738,88,26.451806
-20.557004,89,26.504846
-81.635693,75,26.530888
-45.55304,73,26.561888
-173.780969,125,26.637189
-18.806264,85,26.668189
-248.487862,87,26.714189
90.50697,1000,27.193223
-119.281316,57,27.225223
-89.882367,113,27.288481
-102.949865,63,27.311589
-102.880346,74,27.344589
-100.477857,73,27.383634
-92.104743,86,27.414681
-51.913862,134,27.48968
-80.781158,98,27.542808
-101.07986,96,27.602935
-100.157003,111,27.666179
-134.173161,110,27.738256
-102.061773,96,27.794369
-80.847146,82,27.84043
-74.004685,128,27.919561
-89.18305,61,27.941561
-52.836213,63,27.977627
-64.552936,77,28.019674
-86.925331,94,28.061673
-237.31426,116,28.112827
-112.926454,71,28.150846
-72.59989,95,28.187958
-71.646986,99,28.251958
-102.605748,70,28.276958
-37.054589,61,28.302143
-65.858375,137,28.360142
-72.798846,93,28.396142
-92.910833,76,28.432221
-85.01184,67,28.45922
-116.606558,113,28.527309
-88.676462,99,28.581455
-66.642724,72,28.609454
-137.970872,100,28.648511
-82.269039,114,28.721636
-69.370726,63,28.745759
-93.625588,123,28.803768
-54.842729,95,28.852881
-124.231656,85,28.883386
-107.593221,70,28.922008
-101.108465,72,28.95641
-80.02519,112,28.99841
-100.838976,89,29.042577
-83.639248,101,29.086755
-97.262132,104,29.126816
-278.271401,83,29.16292
-69.628847,78,29.20992
-84.642769,79,29.254127
-70.874497,87,29.287125
-96.375399,84,29.318171
-145.555581,113,29.386379
-87.432787,64,29.414538
-62.381835,85,29.444538
-50.08329,125,29.501833
-94.339229,71,29.530454
-71.301751,81,29.584504
-135.407367,98,29.62157
-187.88394,111,29.660681
-22.130707,69,29.699743
-97.989001,121,29.756857
-108.126443,94,29.810958
-84.886531,93,29.842958
-102.187627,95,29.887157
-71.065053,83,29.94329
-88.928683,78,29.97837
-76.335804,71,30.002406
-71.700834,113,30.060448
