#{"t_start": 1777563099.7796097, "env_id": "MiniGrid-Empty-5x5-v0"}
r,l,t
0.646,6,15.237265
0.351,11,15.245383
0.469,9,15.251383
0.41,10,15.257383
0.469,9,15.265447
0.174,14,15.277447
0.587,7,15.288571
0.351,11,15.29757
0.528,8,15.30257
0.469,9,15.30957
0.469,9,15.31564
0.587,7,15.32064
0.587,7,15.326639
0.646,6,15.330701
0.587,7,15.3357
0.528,8,15.3417
0.056,16,15.352765
0.705,5,15.356765
0.233,13,15.368812
-1.006,34,15.405851
0.174,14,15.41785
0.528,8,15.426851
-0.357,23,15.450153
0.705,5,15.455152
0.705,5,15.462278
0.705,5,15.467278
0.705,5,15.472276
0.351,11,15.482323
0.705,5,15.485323
0.351,11,15.493322
0.469,9,15.499322
0.646,6,15.508322
0.528,8,15.514322
0.469,9,15.519322
0.587,7,15.525322
0.587,7,15.529322
0.646,6,15.537322
0.115,15,15.55237
0.587,7,15.55837
0.469,9,15.569503
0.587,7,15.574503
0.351,11,15.586616
0.587,7,15.595616
0.528,8,15.603616
0.174,14,15.619732
0.528,8,15.625732
0.528,8,15.630732
0.351,11,15.637732
0.705,5,15.640732
0.528,8,15.646781
0.233,13,15.656781
0.705,5,15.659781
0.351,11,15.667994
0.587,7,15.671994
0.705,5,15.678102
0.705,5,15.683102
0.41,10,15.692101
0.587,7,15.6991
0.587,7,15.707101
0.469,9,15.716223
0.705,5,15.720223
0.174,14,15.737271
0.469,9,15.74627
0.587,7,15.753776
0.469,9,15.762282
0.587,7,15.770286
0.587,7,15.778476
0.115,15,15.789476
0.705,5,15.79498
0.587,7,15.799984
0.705,5,15.806983
0.056,16,15.823096
0.528,8,15.834256
0.351,11,15.844256
0.646,6,15.851762
0.646,6,15.856762
0.351,11,15.868572
0.587,7,15.876572
0.587,7,15.882694
0.292,12,15.892694
0.115,15,15.905694
0.646,6,15.913812
0.646,6,15.918811
0.174,14,15.933869
0.646,6,15.938869
0.233,13,15.958035
0.528,8,15.966035
