#{"t_start": 1778308744.5051532, "env_id": "LunarLander-v3"}
r,l,t
-48.58297,61,25.556492
-105.981885,73,25.601949
-109.471813,79,25.662402
-74.637395,67,25.701137
-54.360085,79,25.758813
-15.623778,116,25.828349
-99.323266,81,25.877577
-115.580875,118,25.944722
-115.705706,85,25.99591
-105.095352,107,26.048152
-41.03846,72,26.090073
-96.282091,69,26.138944
-145.418044,107,26.227313
-117.143328,109,26.306286
-99.00406,101,26.381988
-118.811257,130,26.497377
-155.26378,64,26.542969
-103.403538,104,26.609809
-141.14879,95,26.672965
-128.716354,81,26.720168
-152.78939,131,26.818714
-62.847103,70,26.869508
-102.033294,84,26.922309
-169.788213,77,26.973002
-76.320321,58,27.016068
-82.542855,68,27.050302
-135.407692,113,27.126403
-121.32246,65,27.163558
-102.022705,69,27.203146
-92.319273,70,27.236229
-119.388666,116,27.325159
-140.705709,65,27.368424
-142.472836,65,27.413296
-292.619841,100,27.476528
-125.058143,111,27.546076
-100.388406,103,27.617389
-109.088313,112,27.68179
-272.343415,127,27.76814
-43.848728,93,27.821146
-63.186169,118,27.893241
-172.783042,106,27.970182
-88.730515,78,28.016528
-147.825851,84,28.079926
-100.107665,68,28.12397
-94.996566,61,28.159669
-102.043457,89,28.208559
-65.775278,70,28.255134
-93.729411,84,28.307731
-76.423278,102,28.374142
-74.385304,89,28.421216
-96.112704,62,28.464479
-53.544378,73,28.504954
-172.537979,96,28.557533
-72.893256,61,28.599659
-83.351847,82,28.649939
-103.43501,119,28.735399
-78.055879,85,28.796458
-90.607815,100,28.878304
-103.157086,93,28.934734
-117.23988,91,28.981761
-48.67329,142,29.055209
-114.368066,136,29.135011
-71.756422,95,29.197688
-138.331636,94,29.264245
-115.504132,107,29.33094
-86.061705,62,29.36354
-177.058114,128,29.437213
-78.777749,60,29.484803
-111.076685,87,29.536548
-95.245932,109,29.599345
-58.694664,67,29.630891
-102.399651,80,29.676464
-88.185471,114,29.749965
-99.791716,107,29.820137
-67.905466,99,29.890885
-67.3288,66,29.935633
-61.790559,91,29.985671
-135.25045,85,30.037811
-131.518718,97,30.082986
-71.205986,66,30.124555
-70.734663,140,30.202093
-79.495277,101,30.274077
-115.874829,85,30.318144
-6.503444,74,30.368285
-41.805154,65,30.411356
-41.434936,109,30.475377
-85.101456,81,30.528457
-49.278748,80,30.579951
-97.372394,68,30.628784
-91.505999,68,30.664303
-95.397722,115,30.726945
-119.225793,106,30.79976
-60.615295,117,30.872966
-88.099814,59,30.918803
-128.367839,67,30.962473
-73.290376,68,30.992187
-85.6788,90,31.057849
-67.000563,79,31.096936
-111.724319,80,31.164261
-31.196851,68,31.208472
-66.54346,65,31.25273
-71.386975,72,31.301471
-116.250011,94,31.376873
-84.276388,64,31.425612
-107.640008,86,31.492087
-115.819157,98,31.543127
-89.566377,70,31.596117
-56.859064,61,31.629721
-282.38177,75,31.67438
-106.049898,116,31.754266
-109.830534,102,31.831411
-67.408082,75,31.878532
-115.291979,111,31.946007
-94.438312,81,31.982597
-103.66779,66,32.032122
-95.757084,96,32.103343
-77.918145,111,32.166487
-82.984931,85,32.207812
-68.513362,119,32.266428
-89.277073,93,32.327224
-76.652521,94,32.387861
-72.319483,120,32.459098
-65.929856,97,32.507843
-91.852605,89,32.568025
-82.155776,87,32.609114
-72.823498,120,32.681545
-97.384167,115,32.743172
-100.369058,88,32.807291
-132.998272,101,32.876693
-245.010383,146,32.970956
-45.408007,62,33.010753
-186.788444,87,33.051875
-157.424686,116,33.134526
-230.783424,84,33.185631
-57.139194,79,33.235222
-69.935078,72,33.272801
-182.826721,103,33.347004
-126.669765,89,33.397748
-56.783915,97,33.47293
-69.662266,102,33.534576
-124.656558,80,33.587362
-157.199874,76,33.640824
-73.013357,72,33.681374
-47.680445,65,33.721739
-83.748535,72,33.778473
-37.929805,60,33.823851
-87.547872,68,33.877021
-92.019985,65,33.907249
-66.581041,85,33.975029
-82.323401,128,34.06598
-69.606602,111,34.147238
-54.168647,72,34.202694
-50.155824,123,34.275891
-147.249233,110,34.340416
-93.177068,80,34.391217
-285.121368,101,34.459836
-92.369281,86,34.510973
-62.005951,79,34.562089
-104.559375,102,34.616765
-117.410656,104,34.67505
-75.733609,68,34.715228
20.152691,109,34.785899
-96.82021,133,34.867913
-125.461511,95,34.927115
-127.957456,65,34.971031
-61.040431,83,35.015086
-87.145915,76,35.060658
-79.841941,70,35.107057
-53.020376,117,35.187699
-74.284494,75,35.240168
-97.67528,117,35.308043
-106.308974,106,35.374693
-53.524458,118,35.445491
-181.226245,80,35.487559
-136.511265,99,35.545168
-57.014212,122,35.616023
-104.734997,96,35.687509
-144.287178,95,35.760074
-83.431073,117,35.832072
-281.592821,106,35.896183
-299.079714,85,35.934911
-95.945191,90,35.991948
-77.781177,90,36.039055
-167.862103,107,36.102414
-84.946872,119,36.177227
-209.770757,116,36.237874
-60.97515,85,36.287286
-119.647876,97,36.337455
-217.713179,107,36.40756
-87.259285,91,36.466677
-89.644758,96,36.529029
-67.052942,59,36.565086
-75.036765,59,36.597745
-97.67264,78,36.641891
-122.71737,123,36.701904
-200.22599,83,36.757507
-97.949393,91,36.811985
-94.489772,78,36.866167
-127.539254,99,36.930893
-80.161255,98,36.994997
-74.206874,89,37.059109
-114.581342,93,37.11271
-42.816775,61,37.154812
-84.571588,62,37.185739
-77.940858,73,37.227351
-16.972667,90,37.281944
-38.66787,70,37.319504
-75.930214,100,37.38768
-71.347265,136,37.472329
-83.172052,70,37.522427
-52.79235,70,37.567299
-108.202858,106,37.629428
-60.298278,68,37.67299
-127.284352,85,37.730591
-105.850805,84,37.777463
-105.519354,116,37.846864
-78.712527,94,37.903646
-92.42442,97,37.968976
-103.739005,82,38.029595
-114.821863,87,38.095691
-99.998484,89,38.151824
-72.704781,80,38.204498
-83.82898,105,38.273192
-93.891235,67,38.311259
-76.386364,88,38.366539
-47.626331,114,38.432088
-95.259488,78,38.493552
-68.391411,82,38.552528
-46.386111,120,38.619808
-121.038353,100,38.677545
-85.330585,131,38.750207
-223.459365,84,38.801477
-161.605734,152,38.875177
-142.014258,99,38.928873
-42.632247,68,38.973132
-121.998203,102,39.024267
-236.593654,102,39.081886
-122.578859,78,39.13814
-91.335357,97,39.203749
-32.819169,69,39.248787
-59.849613,97,39.312089
-143.02345,94,39.368769
-203.943326,112,39.449137
-259.946644,108,39.51895
-74.764168,105,39.584612
-69.587137,71,39.630269
-46.978838,76,39.675508
-90.160068,81,39.722897
-49.841356,71,39.770628
-77.726086,85,39.832552
-114.106176,131,39.915956
-63.282742,75,39.95188
21.00552,117,40.01744
-91.462417,88,40.06715
-84.914182,115,40.14367
-143.030801,116,40.200246
-81.096821,117,40.283436
-201.230298,118,40.36932
-27.903156,78,40.417379
-74.873135,64,40.463964
-114.662513,97,40.509089
-124.132854,77,40.555414
-120.458234,113,40.629522
-57.341105,86,40.688805
-50.047807,69,40.73743
-67.905721,78,40.780623
-133.226301,119,40.838697
-69.460999,59,40.876966
-98.908645,102,40.930846
-96.855991,73,40.970554
-53.288913,86,41.03511
-32.567224,77,41.100765
-40.744298,80,41.146231
-94.21661,86,41.187224
-103.167301,64,41.222505
-77.195761,105,41.280805
-78.682123,135,41.363313
-30.942274,82,41.4262
-55.863693,69,41.464711
-130.569369,127,41.537274
-46.674449,103,41.587456
-89.536371,121,41.656621
-109.069979,125,41.732177
-72.199738,132,41.810216
-52.385471,121,41.891963
-90.258913,99,41.949985
-114.47854,93,42.013223
-27.489015,130,42.096685
-111.582803,88,42.141822
-93.707385,79,42.200506
-92.136249,64,42.244341
-119.5234,113,42.325586
-92.258125,108,42.385632
-45.775472,69,42.432875
-101.859988,77,42.485492
-130.947961,70,42.53879
-94.190861,93,42.584349
-102.590246,118,42.656995
-111.754855,93,42.714224
-67.544402,108,42.788709
-92.619793,105,42.868782
-130.082658,109,42.936439
-93.442834,125,43.024243
-190.633192,125,43.112077
-76.449006,74,43.162711
-103.960518,117,43.239948
-99.052383,79,43.2939
-179.765481,120,43.372075
-98.328603,71,43.426742
-111.324437,75,43.465921
-77.6631,113,43.546521
-86.819775,101,43.613161
-91.785434,77,43.659825
-66.95714,72,43.703103
-91.136343,95,43.757791
-69.230966,104,43.824414
-153.148639,76,43.87872
-120.733668,128,43.967419
-124.447386,82,44.020885
-107.096885,98,44.092508
-53.689614,108,44.164468
-103.373464,65,44.207556
-152.071783,78,44.249622
-102.615438,87,44.305799
-44.667357,98,44.373402
-74.937537,65,44.407041
-114.846869,143,44.510875
-82.063237,103,44.580472
-254.776295,153,44.678816
-16.180209,94,44.739213
-99.734475,65,44.780269
-89.365417,71,44.831483
-128.679005,79,44.878799
-4.723527,114,44.966613
-71.495744,97,45.038766
16.233709,114,45.117459
-114.8693,103,45.186729
-71.850737,84,45.233118
-61.544452,63,45.280197
-77.010744,71,45.329886
-70.157249,78,45.375433
-104.672142,107,45.448944
