#{"t_start": 1777565293.870536, "env_id": "MiniGrid-Empty-5x5-v0"}
r,l,t
-4.195,100,42.817217
0.905,20,42.841342
-3.9075,100,42.929003
-3.8125,100,43.033505
-3.83,100,43.135894
-3.77,100,43.223754
-3.815,100,43.301244
-4.21,100,43.375632
-3.97,100,43.480992
-3.9175,100,43.573571
-4.045,100,43.673039
-3.7825,100,43.781283
1.205,15,43.794284
-4.11,100,43.884523
-3.9575,100,43.968645
-3.93,100,44.057904
-4.1025,100,44.137046
-3.8475,100,44.229246
-0.9145,53,44.283442
0.5585,26,44.311441
-3.8125,100,44.406854
-3.7975,100,44.51835
-3.945,100,44.625749
-1.45,65,44.671996
1.509,9,44.684054
-3.9275,100,44.780297
-4.0575,100,44.868489
-2.018,72,44.91957
-3.735,100,45.008949
-3.7375,100,45.115286
-3.7925,100,45.203494
-3.87,100,45.308882
-3.775,100,45.401462
1.455,10,45.407457
-3.8425,100,45.504969
1.617,7,45.512969
1.617,7,45.52197
-3.9075,100,45.620556
-3.9025,100,45.724156
-4.0775,100,45.831622
-4.13,100,45.926805
-4.01,100,46.016
0.34,30,46.047064
-3.985,100,46.147398
-3.745,100,46.248757
-0.2515,41,46.295881
-4.19,100,46.38618
1.357,12,46.399179
-3.335,95,46.500738
-4.0675,100,46.608332
-0.194,41,46.637456
1.617,7,46.644455
-4.04,100,46.720801
-4.11,100,46.817844
-3.8625,100,46.892054
1.563,8,46.898171
-4.1225,100,46.983423
-3.9,100,47.065147
1.617,7,47.071148
1.563,8,47.08122
-0.7505,52,47.134485
-3.9225,100,47.23284
-3.4775,100,47.328951
1.725,5,47.334003
0.0375,35,47.3671
-0.632,48,47.405103
-3.89,100,47.496437
-1.6945,68,47.552686
-3.98,100,47.637702
1.6145,7,47.6457
1.568,8,47.654817
1.4675,10,47.663426
1.6245,7,47.674058
1.6685,6,47.679058
1.6735,6,47.687114
0.0035,36,47.727748
1.568,8,47.737253
-1.0725,55,47.785623
0.2445,32,47.811671
-4.2975,100,47.899396
-4.065,100,47.978469
1.6245,7,47.982607
1.676,6,47.987608
1.2365,14,47.997607
0.4515,29,48.028755
-0.818,52,48.082987
1.4675,10,48.087989
-0.9295,53,48.140204
1.622,7,48.151272
-1.422,63,48.220469
-0.455,45,48.263725
1.0545,17,48.281725
1.563,8,48.290725
1.725,5,48.297891
1.558,8,48.305889
-0.2995,43,48.343004
1.509,9,48.351117
1.671,6,48.357117
1.617,7,48.369244
1.725,5,48.374243
1.671,6,48.382242
1.6685,6,48.387242
0.5885,26,48.416369
1.401,11,48.425369
-2.8275,90,48.51079
-4.0175,100,48.60024
1.617,7,48.60624
1.622,7,48.61024
1.725,5,48.61524
-1.569,66,48.677536
1.6735,6,48.686671
1.5215,9,48.698792
1.5065,9,48.707792
1.617,7,48.716792
1.617,7,48.724791
1.725,5,48.729791
0.306,31,48.757994
1.725,5,48.760994
1.671,6,48.765048
1.671,6,48.770047
1.578,8,48.776046
1.0845,17,48.788117
0.2005,33,48.819176
1.6685,6,48.824175
1.269,14,48.833175
1.3445,12,48.842174
1.293,13,48.856243
1.6195,7,48.862243
-0.858,52,48.918644
0.694,24,48.943648
1.725,5,48.947648
1.46,10,48.954647
0.826,21,48.971709
1.563,8,48.976712
1.5165,9,48.985761
1.318,13,48.999804
1.514,9,49.008803
1.0645,17,49.025803
1.5165,9,49.042945
1.6685,6,49.048945
1.671,6,49.057945
1.6685,6,49.063945
1.671,6,49.072027
1.347,12,49.086105
1.671,6,49.089105
1.725,5,49.093105
1.6735,6,49.098283
1.127,17,49.110283
1.671,6,49.118281
1.676,6,49.123281
1.671,6,49.128282
1.725,5,49.132426
1.2365,14,49.146425
1.725,5,49.154425
0.905,20,49.176425
1.725,5,49.181425
1.622,7,49.189481
1.725,5,49.19448
1.6145,7,49.202523
1.725,5,49.207523
1.6145,7,49.215523
-2.1115,76,49.279653
1.5215,9,49.288653
1.725,5,49.293653
1.4135,11,49.305775
1.627,7,49.313775
1.676,6,49.318775
1.617,7,49.326775
1.6685,6,49.331775
1.725,5,49.339899
1.6685,6,49.344899
0.2745,32,49.376069
1.5655,8,49.383069
1.725,5,49.386069
1.5705,8,49.39207
1.671,6,49.398069
1.671,6,49.401069
1.563,8,49.407069
1.725,5,49.41207
1.612,7,49.416069
1.676,6,49.422069
1.445,10,49.431209
1.5605,8,49.439208
1.46,10,49.451326
1.4525,10,49.460325
1.617,7,49.468441
1.514,9,49.480441
1.671,6,49.487441
1.6195,7,49.49544
1.6195,7,49.501441
1.612,7,49.508441
1.725,5,49.511441
1.671,6,49.51644
1.725,5,49.51944
1.725,5,49.52344
1.671,6,49.52844
1.519,9,49.53449
1.622,7,49.54049
1.725,5,49.54349
0.5895,27,49.571652
1.725,5,49.576652
1.5705,8,49.588706
1.671,6,49.593706
1.725,5,49.596706
1.612,7,49.601707
1.475,10,49.608706
1.2215,14,49.618706
1.568,8,49.624707
1.725,5,49.628706
1.725,5,49.631706
1.725,5,49.635845
1.4035,11,49.643844
1.725,5,49.648909
1.617,7,49.656909
1.671,6,49.663909
1.725,5,49.66903
1.725,5,49.674031
1.4035,11,49.68787
0.37,30,49.723436
1.6145,7,49.729436
1.568,8,49.735507
1.46,10,49.743507
1.617,7,49.747507
1.6685,6,49.752563
1.568,8,49.758564
1.627,7,49.764612
0.9175,20,49.786678
1.725,5,49.790678
1.3395,12,49.799742
1.676,6,49.80774
1.6735,6,49.816741
1.671,6,49.822741
1.725,5,49.830744
1.4525,10,49.84074
1.725,5,49.84574
1.725,5,49.852802
1.725,5,49.858799
1.5065,9,49.866856
1.5165,9,49.876859
1.45,10,49.88594
1.6685,6,49.88994
1.725,5,49.894938
1.509,9,49.901083
1.563,8,49.907083
1.524,9,49.914083
1.627,7,49.925086
1.5655,8,49.931089
1.725,5,49.934088
1.671,6,49.941083
1.671,6,49.947083
1.725,5,49.952083
1.671,6,49.958086
1.509,9,49.964086
1.6735,6,49.969172
1.671,6,49.972169
1.4425,10,49.980168
1.622,7,49.984241
