episode,reward,length
1,64.721644,66
2,19.86186,21
3,16.013228,17
4,78.600747,80
5,23.918978,25
6,39.765514,41
7,26.859494,28
8,28.835128,30
9,11.00402,12
10,10.990537,12
11,17.004418,18
12,31.901221,33
13,10.087439,11
14,23.948812,25
15,16.905171,18
16,17.936463,19
17,10.995336,12
18,12.934072,14
19,21.963106,23
20,8.027147,9
21,15.035171,16
22,9.003204,10
23,19.003457,20
24,24.870516,26
25,11.044298,12
26,24.802779,26
27,15.047421,16
28,17.887112,19
29,29.919283,31
30,12.967615,14
31,15.964423,17
32,11.013145,12
33,38.844286,40
34,31.891982,33
35,7.109286,8
36,10.084031,11
37,18.012888,19
38,26.871679,28
39,19.94987,21
40,30.800264,32
41,11.951093,13
42,44.71358,46
43,23.906916,25
44,36.895091,38
45,9.994154,11
46,8.008129,9
47,10.069471,11
48,21.90555,23
49,12.9146,14
50,11.058014,12
51,33.892627,35
52,31.845845,33
53,11.968833,13
54,9.033007,10
55,12.993942,14
56,19.921286,21
57,39.914073,41
58,29.772977,31
59,12.034202,13
60,11.018858,12
61,11.979354,13
62,14.926015,16
63,28.788628,30
64,30.79621,32
65,12.96557,14
66,19.963574,21
67,46.777492,48
68,16.897043,18
69,11.983979,13
70,11.066197,12
71,13.943651,15
72,21.877412,23
73,14.913982,16
74,17.994482,19
75,25.861335,27
76,8.954974,10
77,41.762958,43
78,10.065966,11
79,40.78542,42
80,17.975012,19
81,15.898562,17
82,33.810959,35
83,15.981337,17
84,13.919614,15
85,13.039456,14
86,22.007852,23
87,17.920507,19
88,54.62218,56
89,17.880065,19
90,23.995696,25
91,13.997795,15
92,25.9759,27
93,27.83059,29
94,17.058815,18
95,19.947124,21
96,52.768412,54
97,9.972694,11
98,14.070371,15
99,61.587875,63
100,17.993378,19
101,12.957788,14
102,33.768659,35
103,58.567799,60
104,32.811599,34
105,24.827375,26
106,13.968134,15
107,18.01362,19
108,23.962039,25
109,13.979502,15
110,14.928284,16
111,17.879394,19
112,13.05876,14
113,82.477869,84
114,14.937493,16
115,33.816885,35
116,18.967295,20
117,14.983303,16
118,34.805018,36
119,20.94815,22
120,22.897617,24
121,23.951811,25
122,30.910928,32
123,12.04579,13
124,8.947526,10
125,67.497102,69
126,12.03409,13
127,43.739432,45
128,25.90242,27
129,12.050282,13
130,21.845305,23
131,53.749182,55
132,29.824158,31
133,10.958184,12
134,10.023396,11
135,65.718476,67
136,15.076409,16
137,47.728242,49
138,18.947645,20
139,46.753966,48
140,32.788793,34
141,12.009043,13
142,21.017065,22
143,40.759853,42
144,63.682743,65
145,18.992176,20
146,14.95138,16
147,20.897575,22
148,48.659902,50
149,22.965578,24
150,26.981425,28
151,32.750757,34
152,20.946283,22
153,28.793421,30
154,13.913652,15
155,18.945415,20
156,44.748602,46
157,30.776857,32
158,45.811139,47
159,53.732866,55
160,24.947881,26
161,8.961751,10
162,11.941401,13
163,12.027371,13
164,43.77582,45
165,32.89727,34
166,9.001531,10
167,15.928566,17
168,14.988774,16
169,77.617792,79
170,27.792951,29
171,22.893603,24
172,28.850926,30
173,13.021169,14
174,19.881759,21
175,96.329396,98
176,70.444647,72
177,46.759135,48
178,17.001952,18
179,30.886632,32
180,27.87067,29
181,23.002431,24
182,16.918732,18
183,12.047555,13
184,26.820113,28
185,34.857362,36
186,25.947435,27
187,20.961829,22
188,33.805777,35
189,19.89012,21
190,32.841349,34
191,28.846494,30
192,15.047935,16
193,11.063056,12
194,32.878132,34
195,14.944964,16
196,20.972495,22
197,15.030469,16
198,23.921472,25
199,10.97606,12
200,27.794821,29
201,12.025635,13
202,17.928673,19
203,18.853495,20
204,18.944973,20
205,39.832272,41
206,42.840385,44
207,18.955757,20
208,38.808003,40
209,27.934136,29
210,51.695119,53
211,67.595405,69
212,132.280943,134
213,59.661065,61
214,47.651686,49
215,88.42544,90
216,11.988817,13
217,12.998469,14
218,66.619529,68
219,42.695725,44
220,31.850211,33
221,29.840358,31
222,39.80428,41
223,41.774592,43
224,45.691301,47
225,14.979783,16
226,21.974141,23
227,23.941103,25
228,21.951336,23
229,11.07449,12
230,73.613414,75
231,29.79487,31
232,13.983064,15
