episode,reward,length
1,66.0,66
2,21.0,21
3,17.0,17
4,80.0,80
5,25.0,25
6,41.0,41
7,28.0,28
8,30.0,30
9,12.0,12
10,12.0,12
11,18.0,18
12,33.0,33
13,11.0,11
14,25.0,25
15,18.0,18
16,19.0,19
17,12.0,12
18,14.0,14
19,23.0,23
20,9.0,9
21,16.0,16
22,10.0,10
23,20.0,20
24,26.0,26
25,12.0,12
26,26.0,26
27,16.0,16
28,19.0,19
29,31.0,31
30,14.0,14
31,17.0,17
32,12.0,12
33,40.0,40
34,33.0,33
35,8.0,8
36,11.0,11
37,19.0,19
38,28.0,28
39,21.0,21
40,32.0,32
41,13.0,13
42,46.0,46
43,25.0,25
44,38.0,38
45,11.0,11
46,9.0,9
47,11.0,11
48,18.0,18
49,21.0,21
50,27.0,27
51,51.0,51
52,12.0,12
53,10.0,10
54,16.0,16
55,19.0,19
56,31.0,31
57,41.0,41
58,12.0,12
59,10.0,10
60,31.0,31
61,78.0,78
62,16.0,16
63,16.0,16
64,27.0,27
65,13.0,13
66,15.0,15
67,16.0,16
68,27.0,27
69,22.0,22
70,16.0,16
71,19.0,19
72,15.0,15
73,20.0,20
74,19.0,19
75,10.0,10
76,11.0,11
77,11.0,11
78,11.0,11
79,53.0,53
80,15.0,15
81,59.0,59
82,11.0,11
83,32.0,32
84,66.0,66
85,20.0,20
86,22.0,22
87,19.0,19
88,69.0,69
89,38.0,38
90,47.0,47
91,12.0,12
92,22.0,22
93,15.0,15
94,20.0,20
95,11.0,11
96,12.0,12
97,25.0,25
98,36.0,36
99,13.0,13
100,19.0,19
101,32.0,32
102,38.0,38
103,29.0,29
104,44.0,44
105,15.0,15
106,12.0,12
107,25.0,25
108,24.0,24
109,27.0,27
110,30.0,30
111,25.0,25
112,31.0,31
113,19.0,19
114,77.0,77
115,22.0,22
116,24.0,24
117,31.0,31
118,50.0,50
119,16.0,16
120,49.0,49
121,13.0,13
122,44.0,44
123,17.0,17
124,16.0,16
125,9.0,9
126,15.0,15
127,35.0,35
128,18.0,18
129,27.0,27
130,23.0,23
131,12.0,12
132,23.0,23
133,30.0,30
134,17.0,17
135,24.0,24
136,23.0,23
137,12.0,12
138,51.0,51
139,25.0,25
140,23.0,23
141,13.0,13
142,20.0,20
143,12.0,12
144,22.0,22
145,21.0,21
146,72.0,72
147,18.0,18
148,24.0,24
149,125.0,125
150,47.0,47
151,25.0,25
152,18.0,18
153,38.0,38
154,12.0,12
155,43.0,43
156,16.0,16
157,19.0,19
158,13.0,13
159,55.0,55
