episode,reward,length
1,-2.207962,149
2,-161.910144,100
3,9.124765,85
4,-326.716529,90
5,-75.756665,64
6,-104.221847,74
7,-75.33447,106
8,-172.161566,77
9,-95.77824,63
10,-134.79299,87
11,-101.029305,94
12,-287.139487,119
13,-195.683206,118
14,-423.427573,133
15,-244.845764,100
16,-45.076109,108
17,-204.92259,109
18,-148.486579,111
19,-184.217012,75
20,-335.182461,103
21,-149.499325,113
22,-347.60607,89
23,-300.348173,96
24,-199.09534,68
25,-123.276531,61
26,-249.224346,89
27,-116.937083,67
28,-107.763026,73
29,-98.741882,68
30,-315.205415,112
31,-255.164094,95
32,-132.908711,82
33,-184.070179,75
34,-60.475131,72
35,-190.797251,106
36,-81.426392,70
37,-193.866791,131
38,-215.417681,105
39,-333.970574,72
40,-242.001511,98
41,-328.713785,96
42,-272.97244,69
43,-102.668128,57
44,-352.009785,81
45,-370.339362,104
46,-19.871985,95
47,-309.684959,152
48,-111.556266,115
49,-81.992729,56
50,-98.015428,64
51,-167.102282,144
52,-157.84538,122
53,-67.962354,68
54,-480.980158,121
55,-90.290326,68
56,-165.080318,97
57,-81.069492,70
58,-389.067008,103
59,-74.621627,65
60,-115.350312,112
61,-373.969677,91
62,-87.743631,69
63,-174.6837,61
64,-129.947344,83
65,-268.083105,93
66,-121.928942,84
67,-324.218384,95
68,-123.651652,79
69,-226.313823,79
70,-48.559983,124
71,-100.672077,79
72,-109.295036,81
73,-137.78705,83
74,-121.377374,121
75,-333.996459,85
76,-129.022716,106
77,-87.009576,65
78,-185.160122,75
79,-355.288032,86
80,-224.185916,119
81,-342.179153,80
82,-145.8211,71
83,-260.274595,73
84,-164.224011,116
85,-80.021416,88
86,-99.731182,83
87,-91.250308,86
88,-258.72551,97
89,-93.396188,80
90,-278.320662,102
91,-108.779095,78
92,-131.684779,71
93,-85.415254,110
94,-233.519861,69
95,-100.447175,70
96,-53.16587,70
97,-155.75931,75
98,-252.41067,133
99,-113.780327,64
100,-82.171357,73
101,-162.343065,86
102,-105.196084,89
103,-245.142809,116
104,-134.341133,80
105,-126.311711,74
106,-84.767967,65
107,-107.726897,84
108,-412.019724,120
109,-210.79634,84
110,-96.436041,89
111,-227.087718,108
112,-500.862868,96
113,-377.757763,66
114,-96.085941,94
115,-81.366458,63
116,-413.563106,108
117,-456.714535,134
118,-214.403209,74
119,-191.163725,114
120,-223.016174,66
121,-110.546473,120
122,-252.00119,123
123,-113.154004,73
124,-94.198955,71
125,-133.468731,124
126,-384.299607,77
127,-108.463032,105
128,-267.364712,79
129,-101.014262,113
130,-227.847522,70
131,-86.761472,83
132,-204.88542,115
133,-179.930106,84
134,-454.909478,100
135,-175.459367,103
136,-113.222447,135
137,-252.281578,110
138,-196.929059,79
139,-187.067039,112
140,-389.730338,96
141,-126.271,109
142,-51.608946,78
143,-233.015674,88
144,-86.673713,85
145,-133.162865,82
146,-75.674142,71
147,-101.445905,98
148,-141.029202,68
149,-82.198634,128
150,-122.87396,115
151,-167.785352,114
152,-90.427889,104
153,-143.825339,114
154,-132.34519,101
155,-91.591015,91
156,-226.841822,151
157,-98.346495,106
158,-101.556836,94
159,-72.127055,80
160,-158.6694,67
161,-124.590048,125
162,-80.097521,70
163,-132.724422,97
164,-124.919648,93
165,-102.403127,76
166,-112.374149,85
167,-157.317505,95
168,-188.475038,80
169,-66.41292,103
170,-78.353545,77
171,-143.304001,102
172,-126.43538,79
173,-119.346911,93
174,-224.827654,129
175,-172.33294,163
176,9.196624,74
177,-115.473795,75
178,-103.535076,78
179,-97.419686,104
180,-292.064506,93
181,-200.180977,100
182,-193.393253,81
183,-127.578383,97
184,-257.072705,91
185,-265.626083,117
186,-58.375024,75
187,-107.222835,81
188,-237.009304,103
189,-240.414539,117
190,-83.593839,67
191,-301.481457,111
192,-107.028971,99
193,-257.327562,107
194,-127.675521,101
195,-36.11909,120
196,-95.37201,106
197,-64.93755,80
198,-68.489119,115
199,-82.199747,78
200,-130.177496,89
201,-104.980577,126
202,-186.449662,165
203,-102.683928,89
204,-62.543791,66
205,-137.932648,58
206,-132.926999,119
207,-108.81189,105
208,-8.963629,112
209,-117.634209,89
210,-151.618382,104
211,-452.44651,91
212,-93.938687,69
213,-120.554972,115
214,-181.338898,89
215,-449.198563,97
216,-119.697462,93
217,-128.835299,111
218,-154.406106,79
219,-165.657946,98
220,-71.627185,94
221,-128.142568,79
222,-229.080488,136
223,-64.990714,107
224,-59.519231,84
225,-149.14273,106
226,-132.444613,66
227,-125.445842,118
228,-78.97521,70
229,-78.3217,63
230,-124.405276,92
231,-103.823381,112
232,-65.117066,103
233,-129.778988,90
234,-300.825852,97
235,-93.758462,78
236,-205.05681,93
237,-84.272214,135
238,-110.194379,114
239,-69.741557,87
240,-67.158937,119
241,-337.182381,116
242,-114.591027,113
243,-65.232618,71
244,-88.936972,60
245,-322.027341,99
246,-88.16052,73
247,-106.41134,63
248,-101.495411,98
249,13.703221,69
250,-152.931671,109
251,-133.507893,95
252,-227.617577,95
253,-121.254965,100
254,-121.356495,107
255,-111.991742,84
256,-88.514783,75
257,-133.741983,71
258,-48.216374,121
259,-112.608986,75
260,-332.785979,100
261,-175.117475,85
262,-67.225285,65
263,-98.105797,90
264,-102.752237,70
265,-381.255147,99
266,-56.021738,92
267,-132.531684,108
268,-150.722953,72
269,-129.343915,91
270,-106.370271,68
271,-348.514993,101
272,-119.514987,105
273,-148.205631,115
274,-119.911883,88
275,-91.34926,110
276,-75.49183,84
277,-56.619886,66
278,-317.489743,75
279,-106.991009,111
280,-167.074362,75
281,-100.013661,83
282,-103.298246,119
283,-123.678089,83
284,-90.265448,76
285,-114.361644,77
286,-278.209026,107
287,-125.404908,109
288,-67.609595,91
289,-40.581153,71
290,-119.90196,93
291,3.5623,80
292,-532.4937,95
293,-72.704993,113
294,-205.525578,117
295,-213.648639,113
296,-48.480508,100
297,-192.250017,113
298,-339.677229,142
299,-52.621572,72
300,-178.671752,99
301,-302.752119,88
302,-87.70325,117
303,-129.410401,112
304,-118.096711,111
