episode,reward,length
1,26.905477,28
2,30.036092,31
3,39.915394,41
4,87.649269,89
5,35.901265,37
6,9.088427,10
7,103.467195,105
8,26.055785,27
9,10.071241,11
10,18.106283,19
11,12.101645,13
12,21.080995,22
13,30.041515,31
14,17.034694,18
15,9.101961,10
16,14.036611,15
17,27.05242,28
18,23.021363,24
19,10.189946,11
20,10.065851,11
21,42.916639,44
22,44.945087,46
23,8.122813,9
24,12.018192,13
25,15.032818,16
26,35.955339,37
27,29.990831,31
28,11.036255,12
29,30.115581,31
30,11.085283,12
31,21.062669,22
32,22.042911,23
33,18.959539,20
34,15.123112,16
35,14.020647,15
36,14.140198,15
37,10.069608,11
38,11.079988,12
39,15.156929,16
40,11.992693,13
41,31.95883,33
42,47.754267,49
43,38.90385,40
44,19.03608,20
45,31.032164,32
46,14.132592,15
47,26.061349,27
48,21.020769,22
49,26.10862,27
50,9.077462,10
51,17.086547,18
52,16.01487,17
53,15.987946,17
54,17.991577,19
55,18.147112,19
56,14.001395,15
57,37.832665,39
58,12.97432,14
59,24.951172,26
60,17.113622,18
61,34.059859,35
62,22.089701,23
63,33.010889,34
64,40.939993,42
65,36.948371,38
66,11.083529,12
67,21.923792,23
68,38.751744,40
69,50.827788,52
70,15.146446,16
71,23.019696,24
72,46.743585,48
73,62.69446,64
74,21.989898,23
75,18.119518,19
76,17.061727,18
77,35.910686,37
78,11.995104,13
79,17.106349,18
80,16.035375,17
81,18.036515,19
82,22.941364,24
83,31.936079,33
84,59.90783,61
85,41.828756,43
86,11.008433,12
87,12.168909,13
88,21.087613,22
89,14.107781,15
90,35.861213,37
91,25.092486,26
92,13.011303,14
93,59.712597,61
94,17.035175,18
95,40.941508,42
96,26.059777,27
97,12.033706,13
98,12.204292,13
99,26.09479,27
100,20.063347,21
101,25.107429,26
102,13.971292,15
103,41.824472,43
104,22.987317,24
105,11.056927,12
106,18.019982,19
107,12.089602,13
108,38.830542,40
109,17.066255,18
110,32.985451,34
111,29.032421,30
112,10.997657,12
113,32.947911,34
114,16.065942,17
115,22.101299,23
116,43.997501,45
117,17.967152,19
118,10.103413,11
119,32.959021,34
120,25.964873,27
121,12.181925,13
122,94.69691,96
123,11.111436,12
124,14.988992,16
125,14.988852,16
126,23.073944,24
127,24.048168,25
128,65.912696,67
129,49.988464,51
130,16.187534,17
131,14.174468,15
132,18.108165,19
133,91.432299,93
134,10.067033,11
135,54.78346,56
136,34.992315,36
137,21.942188,23
138,9.044272,10
139,27.077367,28
140,35.860282,37
141,13.999368,15
142,62.735422,64
143,46.871926,48
144,46.914692,48
145,16.010361,17
146,64.841144,66
147,41.819594,43
148,58.795532,60
149,35.0747,36
150,46.758194,48
151,22.887693,24
152,101.389572,103
153,12.082649,13
154,33.910846,35
155,28.899958,30
156,15.16818,16
157,14.071882,15
158,18.004094,19
159,13.163704,14
160,52.957329,54
161,71.757139,73
162,31.969319,33
163,10.179125,11
164,43.971356,45
165,17.041826,18
166,15.146553,16
167,64.946387,66
168,47.009575,48
169,47.875866,49
170,26.959726,28
171,85.671257,87
172,22.084934,23
173,29.041559,30
174,67.774186,69
175,24.047445,25
176,30.119024,31
177,33.964527,35
178,26.971145,28
179,44.869953,46
180,13.96897,15
181,11.137519,12
182,19.983346,21
183,17.020847,18
184,27.894919,29
185,16.00112,17
186,77.813051,79
187,115.400712,117
188,46.891327,48
189,10.132312,11
190,82.686699,84
191,36.005373,37
192,24.985971,26
193,23.021438,24
194,39.803586,41
195,87.914497,89
196,136.350711,138
197,143.450705,145
198,13.184576,14
199,80.663422,82
200,13.160662,14
201,17.106057,18
202,18.931585,20
203,19.043601,20
204,66.855132,68
205,47.886233,49
206,50.824598,52
207,36.831982,38
208,44.919495,46
209,111.444484,113
210,140.416647,142
211,12.095375,13
212,18.998608,20
213,14.17459,15
