episode,reward,length
1,18.856911,20
2,10.949352,12
3,15.043951,16
4,23.923377,25
5,32.858383,34
6,35.807805,37
7,23.007359,24
8,30.899043,32
9,24.948261,26
10,18.992629,20
11,47.744376,49
12,25.949151,27
13,18.893201,20
14,30.908341,32
15,13.98559,15
16,22.848046,24
17,8.995021,10
18,21.922324,23
19,14.91086,16
20,37.724083,39
21,22.857597,24
22,12.924899,14
23,21.892251,23
24,33.880242,35
25,9.938839,11
26,23.825833,25
27,32.79626,34
28,24.937513,26
29,13.94417,15
30,44.82477,46
31,19.89799,21
32,24.826675,26
33,12.052157,13
34,18.909138,20
35,24.928726,26
36,14.007992,15
37,13.072095,14
38,50.744039,52
39,19.001203,20
40,15.968009,17
41,10.973779,12
42,10.05308,11
43,12.05675,13
44,56.748872,58
45,11.035967,12
46,29.788899,31
47,12.080936,13
48,9.055527,10
49,33.86222,35
50,19.021837,20
51,16.028511,17
52,25.804806,27
53,38.783894,40
54,12.037234,13
55,18.945912,20
56,19.027185,20
57,9.033396,10
58,22.972487,24
59,16.013959,17
60,9.99733,11
61,15.0565,16
62,37.766549,39
63,12.043417,13
64,24.815073,26
65,48.868586,50
66,30.922106,32
67,51.721337,53
68,18.964317,20
69,21.002084,22
70,12.029917,13
71,14.028639,15
72,10.95656,12
73,18.889483,20
74,12.994257,14
75,39.868454,41
76,22.956548,24
77,13.920081,15
78,28.897583,30
79,29.802307,31
80,28.848506,30
81,20.975472,22
82,16.947844,18
83,46.711375,48
84,14.90678,16
85,61.544369,63
86,17.965768,19
87,17.047675,18
88,41.814725,43
89,18.934945,20
90,65.517732,67
91,15.994493,17
92,11.993432,13
93,12.954798,14
94,20.933588,22
95,9.079338,10
96,61.689654,63
97,34.800208,36
98,13.067612,14
99,56.681217,58
100,27.839176,29
101,12.068253,13
102,28.893883,30
103,25.881506,27
104,23.830785,25
105,23.95668,25
106,14.017956,15
107,28.784732,30
108,18.979846,20
109,8.08972,9
110,13.020486,14
111,25.858333,27
112,19.910841,21
113,17.878975,19
114,45.744764,47
115,36.830077,38
116,32.79062,34
117,25.912742,27
118,51.622247,53
119,14.931805,16
120,18.026983,19
121,45.736417,47
122,15.991107,17
123,12.99809,14
124,12.023049,13
125,13.032196,14
126,25.837629,27
127,30.762898,32
128,29.842226,31
129,8.982472,10
130,21.993881,23
131,17.024963,18
132,20.870684,22
133,38.860231,40
134,10.956432,12
135,14.011705,15
136,41.792257,43
137,20.870135,22
138,11.059529,12
139,13.991734,15
140,16.997109,18
141,15.90196,17
142,64.649837,66
143,12.925431,14
144,17.018547,18
145,14.933542,16
146,28.93714,30
147,17.050745,18
148,18.965614,20
149,74.626835,76
150,13.976067,15
151,36.718458,38
152,100.326738,102
153,8.979549,10
154,38.795614,40
155,19.858694,21
156,35.715905,37
157,30.896309,32
158,13.974169,15
159,12.960867,14
160,18.9178,20
161,28.920229,30
162,34.939549,36
163,16.990853,18
164,13.018023,14
165,18.017546,19
166,10.964194,12
167,29.858334,31
168,40.758061,42
169,46.781799,48
170,22.826153,24
171,22.842306,24
172,18.937618,20
173,23.861524,25
174,80.622389,82
175,9.945944,11
176,28.899448,30
177,15.055751,16
178,13.986767,15
179,38.818506,40
180,53.775877,55
181,14.005932,15
182,34.761992,36
183,37.73559,39
184,17.979543,19
185,21.99101,23
186,110.195008,112
187,20.965558,22
188,16.913168,18
189,14.002766,15
190,20.927978,22
191,38.711104,40
192,31.874515,33
193,10.967973,12
194,72.512087,74
195,67.609044,69
196,38.750086,40
197,31.931167,33
198,44.813045,46
199,29.814482,31
200,17.921703,19
